statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker
오류신동아아파트,LU003421,54,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716035829,20260715183056,20260716035824,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,55,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,3,20260716055333,20260715235722,20260716055331,20260715235722,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,56,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260715160617,20260715125528,20260715160616,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,57,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716044940,20260715165326,20260716020523,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,58,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260713080744,20260712140834,20260712190039,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,59,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260627123319,20260625183058,20260625235400,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,60,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260627123319,20260612183730,20260612230012,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
오류신동아아파트,LU003421,61,02,인천광역시 계양구 황어로115번길 12,null,지하주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260702193814,20260701141701,20260701155901,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될수있음,N,,N,2025,1,B,LS전선
엘에이치청아안아파트,LU003434,01,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260705085744,20260705085722,20260705085742,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,02,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260714155126,20260714070117,20260714112210,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,03,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260714084701,20260713233151,20260714063643,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,04,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260714081148,20260713214506,20260714023912,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,05,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716060028,20260715192942,20260716031952,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,06,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260711091006,20260710174142,20260711013502,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,07,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260713082604,20260712200937,20260712222610,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,08,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716070107,20260715200655,20260715225658,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,09,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260714083354,20260713213136,20260714040315,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,10,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260705114401,20260704145709,20260704231916,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,11,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260712112311,20260711222655,20260712064609,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,12,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260710213653,20260710165005,20260710184608,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,13,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260711144359,20260711063308,20260711144337,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
엘에이치청아안아파트,LU003434,14,02,인천광역시 남동구 서창남순환로 110,null,310동 앞 지하1층 주차장  지하1층 주차장 입구 좌측 301동 지상주차장,37.430138,126.746601,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260711114402,20260711020613,20260711090541,,,7,단독,28,28200,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
학익현광2차,LU003473,01,02,인천광역시 미추홀구 매소홀로418번길 14-13,null,지상 1동 앞 주차장 ,37.439173,126.667709,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,3,20260716090528,20260716090536,20260716003250,20260715185350,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
학익현광2차,LU003473,02,02,인천광역시 미추홀구 매소홀로418번길 14-13,null,지상 1동 앞 주차장 ,37.439173,126.667709,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260710082546,20260709175901,20260710024925,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
학익현광2차,LU003473,03,02,인천광역시 미추홀구 매소홀로418번길 14-13,null,지상 1동 앞 주차장 ,37.439173,126.667709,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260713082307,20260701182730,20260701221821,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
학익현광2차,LU003473,04,02,인천광역시 미추홀구 매소홀로418번길 14-13,null,지상 1동 앞 주차장 ,37.439173,126.667709,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260714174312,20260714162459,20260714174310,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
계양센트레빌1단지,LU003523,01,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260711171817,20260711161415,20260711171744,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,02,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260716095044,20260715200519,20260716063021,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,03,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260713055058,20260712064547,20260712102425,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,04,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260716081632,20260715151009,20260715213346,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,05,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,3,20260716093823,20260715133849,20260715171326,20260715133849,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,06,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260716080101,20260715192652,20260716035759,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,07,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,2,20260716083443,20260715202655,20260716053738,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
계양센트레빌1단지,LU003523,08,02,인천광역시 계양구 형제봉길 100,null,107동 지하1층 03기둥  108동 지하1층 26기둥  111동 지하1층 23기둥 ,37.569353,126.751169,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1600-0365,3,20260715203810,20260715112943,20260715203808,20260715112943,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,1,F,
용현오션뷰경남아너스빌,LU003542,01,02,인천광역시 미추홀구 아암대로 118,null,지하 1층 주차장 램프 앞(E01 기둥),37.452405,126.631098,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,3,20260716035935,20260715202146,20260716035934,20260715202146,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,2,B,
용현오션뷰경남아너스빌,LU003542,02,02,인천광역시 미추홀구 아암대로 118,null,지하 1층 주차장 램프 앞(E01 기둥),37.452405,126.631098,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716052147,20260715205524,20260715225727,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,2,B,
용현오션뷰경남아너스빌,LU003542,03,02,인천광역시 미추홀구 아암대로 118,null,지하 1층 주차장 램프 앞(E01 기둥),37.452405,126.631098,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716092654,20260715185202,20260716045613,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,2,B,
용현오션뷰경남아너스빌,LU003542,04,02,인천광역시 미추홀구 아암대로 118,null,지하 1층 주차장 램프 앞(E01 기둥),37.452405,126.631098,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716075815,20260715192037,20260716075807,,,7,단독,28,28177,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2025,2,B,
오류신동아아파트,LU003543,01,02,인천광역시 계양구 황어로115번길 12,null,지상주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260716061728,20260715191742,20260715193243,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS산전
오류신동아아파트,LU003543,02,02,인천광역시 계양구 황어로115번길 12,null,지상주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260711194120,20260711154102,20260711194042,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS산전
오류신동아아파트,LU003543,03,02,인천광역시 계양구 황어로115번길 12,null,지상주차장,37.579922,126.732431,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,1660-0365,2,20260627123319,20260530122019,20260530142001,,,7,단독,28,28245,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS산전
호반써밋 인천영종하늘 A56,LU003544,01,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715063517,20260714140930,20260715060844,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,02,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260710080903,20260709173646,20260709225115,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,03,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260713003545,20260712071619,20260712114510,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,04,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260712150829,20260712131733,20260712150829,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,05,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,3,20260716092809,20260711173853,20260711232449,20260716092809,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,06,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715132257,20260714222032,20260715054757,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,07,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716080558,20260715215119,20260716015004,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,08,02,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716090022,20260715220305,20260716021614,,,7,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,09,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260713140636,20260713134429,20260713140634,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,10,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260714135237,20260714131720,20260714135226,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,11,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715164549,20260715145250,20260715154856,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,12,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260709065424,20260708200218,20260708203740,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,13,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260708071157,20260708061248,20260708071157,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,14,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715104951,20260715025615,20260715034623,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,15,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260709062056,20260709022947,20260709030642,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
호반써밋 인천영종하늘 A56,LU003544,16,04,인천광역시 영종구 숲쟁이로 11,null,지하주차장 ,37.478876,126.511946,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716071450,20260715234918,20260716003353,,,50,단독,28,28155,H0,H001,Y,,Y,시설상황에 따라 이용이 제한될 수 있음 ,N,,N,2024,1,B,LS전선
검암로열파크씨티1M층,LU003584,01,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260713202017,20260713102643,20260713143345,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,02,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716063621,20260715225445,20260716032152,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,03,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716075217,20260715200040,20260716075217,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,04,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715094652,20260714182202,20260715020828,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,05,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715210057,20260715175529,20260715210055,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,06,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716065248,20260715214139,20260715230803,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,07,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715054330,20260714231443,20260715054322,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,08,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716080955,20260715192935,20260716051557,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,09,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260716070458,20260715230551,20260716030842,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,10,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260715063447,20260714204204,20260715005207,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,11,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260627123335,20260625093012,20260625093017,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
검암로열파크씨티1M층,LU003584,12,02,인천광역시 검단구 한들로 33,null,지하M층 주차장 ,37.578766,126.664596,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스 볼트업,1660-0365,2,20260714054719,20260713170907,20260714002310,,,7,단독,28,28290,H0,H001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음.,N,,N,2024,1,F,LS전선
