station_id,station_name,district_2024,latitude,longitude,charger_count,public_charger_count,nearest_station_distance_m,representative_address
ME25A140,강화평화전망대 주차장,강화군,37.825308,126.4342313,1,1,3759.42,인천광역시 강화군 양사면 철산리 11-44
EZ001034,한울다솜,강화군,37.7694196,126.3583946,1,1,2899.18,인천광역시 강화군 하점면 창후로288번길 13 입구 부근
MO910178,순교자의모후전교수녀회,강화군,37.6530504,126.4518538,1,1,2717.03,인천광역시 강화군 양도면 고려왕릉로 33 순교자의모후전교수녀회 옥외주차장
ME24B151,덕적친환경에너지홍보관,옹진군,37.238704,126.119842,1,1,2557.82,인천광역시 옹진군 덕적면 덕적남로 591
ME25A258,아라파크웨이 공영주차장,계양구,37.5834957,126.7733907,2,2,2512.51,인천광역시 계양구 평동 17-15
SOJWE008,바바벨리펜션,강화군,37.66769825,126.35741442,1,1,2305.82,인천광역시 강화군 삼산면 삼산남로 382-2 바바벨리펜션 주차장(숙박시설 앞)
ME24A251,신도바다역,옹진군,37.5150769,126.4388447,2,2,2115.85,인천광역시 옹진군 북도면 신도로 5-1
PI320236,인천시 강화군 리니스하우스,강화군,37.690595978,126.41700002,1,1,2089.89,인천광역시 강화군 양도면 강화남로 1077-23 주차장
CI0L0011,프랭클리 로스터리 커피,강화군,37.728488,126.4509896,1,1,2017.46,인천광역시 강화군 선원면 시리미로237번길 32 프랭클리 로스터리 커피
ME24B148,자월면사무소,옹진군,37.254528,126.307363,1,1,1985.52,인천광역시 옹진군 자월면 자월서로164
HRA00077,별난해변펜션,옹진군,37.260696,126.286347,1,1,1985.52,인천광역시 옹진군 자월면 자월서로359번길 132
ME24A250,북도면사무소,옹진군,37.5326763,126.4296267,2,2,1850.33,인천광역시 옹진군 북도면 시도로 82
EP230250,인천 강화천문과학관 급속충전소(조달청),강화군,37.7735314,126.3908998,2,2,1829.44,"인천 강화군 하점면 강화서로 915-1 (이강리, 심은미술관) 주차장"
KP004580,하점면사무소,강화군,37.77443,126.41164,1,1,1829.44,인천광역시 강화군 하점면 강화대로 1220
CGG00004,강화 씨사이드리조트(실외주차장),강화군,37.6171221,126.4981148,20,20,1584.97,인천광역시 강화군 길상면 장흥로 217 강화 씨사이드리조트 실외주차장(테슬라 충전소 옆)
ME25A232,삼산면 매음리 제1공영주차장,강화군,37.6851974,126.3163775,2,2,1574.6,인천광역시 강화군 삼산면 매음리 641-10
PL000731,황금빛노을펜션,강화군,37.6924067,126.3009967,2,0,1574.6,인천광역시 강화군 삼산면 삼산남로 998
HM001056,해담펜션,강화군,37.67257758,126.40936534,2,2,1555.5,인천광역시 강화군 양도면 해안서로 420-48
ME20A1b7,"양도면사무소, 보건지소",강화군,37.66288936,126.42211183,1,1,1555.5,인천광역시 강화군 양도면 강화남로 708-2
SF003399,덕적도 자연휴양림 (완속충전기),옹진군,37.215253665,126.13803652,2,2,1528.93,인천광역시 옹진군 덕적면 덕적남로 220 덕적도 자연휴양림 (완속충전기)
CV000199,한국가스공사 인천기지본부,연수구,37.349515,126.60881,2,0,1493.07,인천광역시 연수구 인천신항대로 960 한국가스공사 인천기지본부 지상1층 야외주차장
PI320352,인천시 연수구 오렌지듄스GC,연수구,37.353958,126.592898,6,6,1493.07,인천광역시 연수구 인천신항대로 1120 클럽하우스앞 지상주차장(카트 보관소앞)
ME25A335,석모도만남의광장 공영주차장,강화군,37.6945463,126.3492504,3,3,1468.34,인천광역시 강화군 삼산면 석포리 547-15
EP320100,㈜카이스시스템(아로니움),강화군,37.687881807,126.36363691,1,1,1468.34,인천광역시 강화군 삼산면 삼산남로 85-11 구내주차장/옥외
EZ000246,포시즌,강화군,37.688647,126.3898723,1,1,1436.76,인천광역시 영종구 을왕로40번길 10 옥외 주차면
PI320241,인천시 옹진군 측도펜션,옹진군,37.233271999,126.51767051,1,1,1434.79,인천광역시 옹진군 영흥면 선재로95번길 273 주차장
CV004475,국립무의도자연휴양림,중구,37.3902751,126.4104894,1,1,1401.58,인천광역시 영종구 하나개로 74 (무의동) 지상1층 주차장
GS000511,무진에너지 스카이주유소,중구,37.4435529,126.4302608,2,2,1311.82,인천광역시 영종구 공항서로 187 스카이주유소
JA280052,인천 중구 왕산마리나,중구,37.4579235,126.3571443,3,3,1285.7,인천광역시 영종구 왕산마리나길 143 왕산마리나 지상 주차장
EZ000507,행복한소풍캠핑장,강화군,37.6389876,126.4008375,1,1,1276.84,인천광역시 강화군 화도면 마니산로 902-15 주차장 입구 부근
EV005677,영종도 하늘체육공원,중구,37.5048402,126.5419943,2,2,1261.97,인천광역시 영종구 하늘달빛로 108 하늘체육공원 입구로부터 우측
CI0L0005,저스트그루브,강화군,37.5963893,126.4422265,3,3,1205.38,인천광역시 강화군 화도면 해안남로 1632 저스트그루브
CI0L0003,힐링하우스,강화군,37.6521734,126.5185888,1,1,1196.99,"인천광역시 강화군 불은면 해안동로 313-15 외2필지, 힐링하우스"
SBSB0033,국민체육진흥공단 경정훈련원점,중구,37.4296954,126.4370839,3,3,1181.82,인천광역시 영종구 영종해안남로 19-122 실외주차장
CI0L000A,코지네이처펜션,강화군,37.5864171,126.5085073,1,1,1137.99,인천광역시 강화군 길상면 동검리 589-11
EZ002301,포도나무펜션,강화군,37.6193626,126.4615538,1,1,1137.51,인천광역시 강화군 화도면 해안남로1066번길 10 주차장
ME25A445,함허동천 주차장,강화군,37.6096011,126.4576157,4,4,1137.51,인천광역시 강화군 화도면 사기리 439-5
PI070170,가천대학교,강화군,37.6030578,126.4949725,4,4,1137.32,인천광역시 강화군 길상면 해안남로 646-1 학생회관 입구 우측 30m
EP200360,인천 햇살오토캠핑장,강화군,37.6068255,126.4829906,2,0,1137.32,인천광역시 강화군 길상면 해안남로 760-22 구내주차장
LU001230,푸드트리,서구,37.609945,126.631434,1,1,1132.09,인천광역시 검단구 소담로 14 옥외주차장
CI0L000C,봄의언덕,강화군,37.6358985,126.5112582,1,1,1124.83,인천광역시 강화군 길상면 길상로 118 지상 1층 주차장 지상 1층 주차장
ICIA0068,클럽72 드림골프레인지 주차장,중구,37.495352,126.460132,12,0,1123.96,인천광역시 영종구 운서동 3196-3 주차장 진입 후 정면 끝
CV004610,북항배후단지남측화물차주차장,서구,37.501354839,126.60897234,1,1,1121.09,인천광역시 서해구 북항로363번길 57 (원창동)
ME25A456,영흥늘푸른센터,옹진군,37.2588475,126.4935813,4,4,1114.73,인천광역시 옹진군 영흥면 영흥로176번길 8
PI748110,BMW차징스테이션 카페시루케이크 by바바리안모터스,중구,37.4599474,126.4078099,6,6,1097.01,인천광역시 영종구 공항서로 459 주차장 입구 앞
ST282605,태경에이엘씨(입주사 전용),서구,37.6259563,126.679814,1,0,1071.67,인천광역시 검단구 설원로138번길 21 태경에이엘씨 주차장  부설연구소 건물 좌측벽면
PI713315,당근바다팬션,강화군,37.7162156,126.3526009,1,1,1056.65,인천광역시 강화군 내가면 황청포구로462번길 4-37 당근바다팬션 지상주차장  7KW
LU003985,풍산사택,강화군,37.753035,126.501653,3,0,1048.82,인천광역시 강화군 강화읍 동문로152번길 45 지상주차장
LU001246,호텔오라,중구,37.454027,126.417743,2,2,1002.08,인천광역시 영종구 공항서로 345 옥외주차장
EP200359,인천 예쁜펜션하늘정원,강화군,37.6160509,126.4009467,2,0,998.44,인천광역시 강화군 화도면 동녘말길220번길 63 구내주차장
JA280043,롯데글로벌로지스 경인집배센터,서구,37.5657734,126.6023114,4,0,990.08,인천광역시 검단구 갑문3로 26 롯데글로벌로지스 경인집배센터 롯데글로벌로지스 경인집배센터 지상 1층
PI320064,인천시 강화군 진복호식당,강화군,37.59666409,126.5090566,2,2,919.44,인천광역시 강화군 길상면 해안남로 488 주차장
HE240378,아라마루휴게소,계양구,37.572639304,126.7013906,2,2,916.88,인천광역시 계양구 아라로 228 지상주차장
ICIA0067,클럽72 하늘코스 주차장,중구,37.44685,126.48235,6,0,897.47,인천광역시 영종구 공항동로135번길 267 주차장 진입 후 건물 오른쪽
TDG00020,탑모텔(OCPP),강화군,37.7656082,126.4535386,2,2,879.03,인천광역시 강화군 송해면 강화대로 792 지상1층 후면 주차장
HY001083,인천 덕적면사무소,옹진군,37.2275001,126.1549778,1,1,865.69,인천광역시 옹진군 덕적면 덕적북로 31 면사무소 정면 좌측 지상주차장
ME24B149,덕적면사무소,옹진군,37.227776,126.145227,1,1,865.69,인천광역시 옹진군 덕적면 덕적북로 122-26
KP004585,선원면사무소,강화군,37.713178555,126.48489202,1,1,861.84,인천광역시 강화군 선원면 대문고개로 22
SF003412,CJ택배 인천강화 (완속충전기),강화군,37.706849486,126.49055967,6,6,861.84,인천광역시 강화군 선원면 연동로 245 CJ택배 인천강화 (완속충전기)
KP005187,송해면사무소,강화군,37.76433,126.46424,1,1,858.34,인천광역시 강화군 송해면 전망대로 29
PI320246,인천시 강화군 제제펜션,강화군,37.758473093,126.45787473,1,1,858.34,인천광역시 강화군 송해면 오류내길51번길 63 주차장
SO000082,원조선창집장어구이,강화군,37.72168028,126.51333992,1,1,853.48,인천광역시 강화군 선원면 해안동로 1199 원조선창집장어구이 식당 입구 오른쪽
EV015218,인천중구 덕교감리교회,중구,37.4392496,126.4164499,1,1,851.76,인천광역시 영종구 마시란로170번길 46 (덕교동) 교회앞 주차장
JA280069,인천 남동구 만의골 노상공영주차장,남동구,37.4572691,126.7730568,2,2,850.6,인천광역시 남동구 만의골로 168 만의골 노상공영주차장 지상 1층
KP005796,장수동 136 노상공영주차장,남동구,37.45,126.77,1,1,850.6,인천광역시 남동구 만의골로 168
PC000527,옥토끼우주센터(인천),강화군,37.6741428,126.487308,3,3,825.54,인천광역시 강화군 불은면 강화동로 403 지상 주차장
ME23B1C7,인천공항파출소,중구,37.4695092,126.4507804,1,1,809.41,인천광역시 영종구 흰바위로27번길 12 인천광역시 중구 흰바위로27번길 12
CU320012,인천대공원사업소(소래습지생태공원),남동구,37.4081039,126.746961,6,6,804.87,인천광역시 남동구 소래로154번길 77 공원주차장
EV008687,인천중구 대성목재공업,중구,37.483430094,126.60923853,4,4,798.59,인천광역시 제물포구 월미로 164 지상주차장 입구 4대
PI320050,인천시 강화군 자유공간모텔,강화군,37.72887647,126.4895499,2,2,795.31,인천광역시 강화군 선원면 중앙로 169 주차장
ST282416,한국도로공사 인천지사,계양구,37.542615,126.752845,3,3,766.27,인천광역시 계양구 경명대로 1322 지상주차장
HE240372,인천교통공사 운연차량사업소,남동구,37.4381097,126.7596794,1,1,763.24,인천광역시 남동구 운연동 162-1 출입구 오른쪽 주차장
NT102509,인천 마시안스테이,중구,37.42867,126.41851,1,0,760.04,인천광역시 영종구 마시란로 71 지상주차장(주차장입구 주차면)
ME183080,덕산국민여가캠핑장,강화군,37.7175253,126.3808179,1,1,758.35,인천광역시 강화군 내가면 고천리 산494
HM001291,인천대교,중구,37.470798193,126.51301026,3,3,751.01,인천광역시 영종구 인천대교고속도로 3
PI707159,인천영종우체국,중구,37.4769,126.5235,1,0,749.19,인천광역시 영종구 쪽빛하늘로 21
NT100476,인천 터미널물류단지,서구,37.5659447,126.6135196,6,6,744.06,인천광역시 검단구 뱃길1로 41
PI320249,인천시 강화군 편가명가영농조합법인,강화군,37.640954964,126.41967324,3,3,737.6,인천광역시 강화군 화도면 가능포로 89 주차장
EP320101,강화군 강남영상미디어고등학교,강화군,37.64167363,126.4791248,4,4,732.51,"인천광역시 강화군 길상면 강화남로 57 (온수리, 강남영상미디어고등학교)"
SOJWE014,노루목별장,강화군,37.65827926,126.33114656,1,1,722.07,인천광역시 강화군 삼산면 어류정길178번길 106-2 별장주차장
ICIA0070,클럽72 바다코스 제2주차장,중구,37.483769,126.4337589,16,0,708.48,인천광역시 영종구 공항동로 392 2주차장(서울)
SF000448,하늘문화센터 주차장,중구,37.488199,126.427988,3,2,708.48,인천광역시 영종구 영종해안북로 1000-26 하늘문화센터 주차장
ME22A333,남인천영업소,남동구,37.4327241,126.765047,2,2,704.55,인천광역시 남동구 운연동 443
SOSKQ160,글로리아치유교육연구원,강화군,37.72252038,126.4038364,1,1,687.58,인천광역시 강화군 내가면 고비고개로771번길 33-9 주차장
EP200304,인천 지구샵케미칼,강화군,37.7190692,126.4103156,2,0,687.58,인천광역시 강화군 내가면 고비고개로741번길 40 하늘그림펜션 구내주차장
HJ000257,한진인천컨테이너터미널,연수구,37.3453407,126.6271181,5,0,678.26,인천광역시 연수구 인천신항대로 777
ICIA0069,클럽72 바다코스 제1주차장,중구,37.482973,126.466524,2,0,676.45,인천광역시 영종구 공항동로 392 P1 장기주차장 진입 후 왼쪽 끝
PI320193,BMW드라이빙센터 차징스테이션,중구,37.461350656,126.48522579,72,72,668.12,"인천광역시 영종구 공항동로 136 입구 오른쪽 지상주차장, 트레이닝센터 주차장, 트레이닝센터 입구 왼쪽 장애인주차장 옆"
PI320238,인천시 중구 무의도스킨스쿠버,중구,37.391011587,126.42875602,2,2,664.86,인천광역시 영종구 대무의로301번길 13-31 주차장
EZ001845,강화모또모바베큐하우스,강화군,37.7953477,126.4003369,1,1,662.78,인천광역시 강화군 양사면 전망대로1400번길 37-5 주차장
ME25A236,신정체육시설,강화군,37.7299078,126.509409,2,2,660.05,인천광역시 강화군 선원면 신정리 700
CV001553,옹진군 장경리 해수욕장 주차장,옹진군,37.2782126,126.455764,2,2,659.81,"인천광역시 옹진군 영흥면 내리 1329-18 (내리, 장경리 해수욕장) 지상1층 주차장"
PI320271,인천시 중구 영종중학교,중구,37.483512065,126.52525287,1,1,648.45,인천광역시 영종구 남디로 92 옥외
CV004592,천주교인천교구묘원,서구,37.585938,126.690173,2,2,642.24,"인천광역시 검단구 드림로 472 (당하동, 하늘의문묘지)"
KL002571,유아교육원,서구,37.57778,126.67634,1,1,636.5,인천광역시 검단구 서곶로 670 씨어스_유아교육원
CV001310,인천해양환경체험학습장,강화군,37.623674,126.379897,1,1,632.25,인천광역시 강화군 화도면 해안남로 2463 인천해양환경체험학습장
ICIA0029,인천공항 화물청사역 주차장,중구,37.459616,126.477992,8,8,624.49,인천광역시 영종구 운서동 2844-4 주차장 초입
ICIA0062,인천공항 신불 관제송신소,중구,37.454931,126.481905,4,4,624.49,인천광역시 영종구 운서동 3245-3
EC003768,농업회사법인 강화마니,강화군,37.6356256,126.4146766,1,1,619.68,인천광역시 강화군 화도면 마니산로 750-21 농업회사법인 강화마니 사업장 외부 벽면
CU320090,중구복합커뮤니티센터,중구,37.4457109,126.411251,1,1,619.08,인천광역시 영종구 남북로6번길 75-1 중구복합커뮤니티센터
KL002645,주)선재해림,옹진군,37.25298,126.52716,3,3,617.75,인천광역시 옹진군 영흥면 선재로226번길 107-34 지상주차장
PIH01475,오히펜션,옹진군,37.275546,126.4862024,1,1,607.05,인천광역시 옹진군 영흥면 영흥북로 321-54 건물 현관옆 벽면 (지상주차장)
PL005478,한라시멘트인천,중구,37.4363903,126.6140892,2,0,606.23,인천광역시 제물포구 서해대로 79
ME25A429,내가면 외포리 공영주차장,강화군,37.7005427,126.383436,4,4,596.82,인천광역시 강화군 내가면 해안서로 855
PEEBS001,영종권역 버스공영차고지,중구,37.510326457,126.50236759,27,27,594.02,인천광역시 영종구 영종순환로877번길 29
ME24A249,인천환경공단 남항사업소,중구,37.4348027,126.6296132,2,2,590.41,인천광역시 제물포구 서해대로94번길 93
KP004710,영흥곰탕,옹진군,37.2538257,126.51359,1,1,589.28,인천광역시 옹진군 영흥면 선재로 340
PI320312,인천시 웅진군 선재낚시공원,옹진군,37.254232,126.520215,8,8,589.28,인천광역시 옹진군 영흥면 선재로306번길 77 건물 뒷편 신설 옥외주차장 입구
KE001167,슈피겐코리아 인천물류센터,서구,37.5593162,126.6147974,2,2,586.83,인천광역시 검단구 정서진로 51 슈피겐코리아 인천물류센터 지상 주차장
LU002083,풍림명품물산,중구,37.518686,126.503524,2,2,567.34,인천광역시 영종구 백운로 574 지상1층 주차장
ME22A331,갑곶돈대,강화군,37.7333378,126.5155285,2,2,561.05,인천광역시 강화군 강화읍 갑곳리 225-9
LU000182,영림목재,서구,37.515211,126.603798,3,0,559.29,인천광역시 서해구 북항배후로 1-20 영림목재
SF003243,중부발전 인천본부 (완속충전기),서구,37.511428227,126.60798067,5,5,559.29,인천광역시 서해구 중봉대로405번길 411 중부발전 인천본부 (완속충전기)
EZ000506,토가,강화군,37.6085187,126.4175499,1,1,555.67,인천광역시 강화군 화도면 해안남로 1912 화장실 부근
NT101393,강화 장엄사,강화군,37.606966314,126.41156511,1,1,555.67,인천광역시 강화군 화도면 해안남로 1962-19 지상주차장
ME19A169,영종 하늘문화센터,중구,37.495827059941,126.4728318398,1,1,555.16,인천광역시 영종구 영종해안북로 1000-26
EV000188,인천시설관리공단씨사이드파크,중구,37.481754,126.5658109,1,1,548.81,인천광역시 영종구 하늘달빛로2번길 6
EC280050,금호오션타워,남동구,37.3937609,126.6781396,6,6,542.03,인천광역시 남동구 능허대로 583 지하1층 08번기둥
EO000297,E1CT 전기차충전소,중구,37.441548,126.611827,2,2,539.98,인천광역시 제물포구 서해대로93번길 42 E1CT
LD280009,LGL 인천터미널,중구,37.441259,126.6179201,2,0,539.98,인천광역시 제물포구 서해대로 135 실외 주차장
ICIA0027,인천공항 인재개발원 주차장,중구,37.455178,126.386538,8,8,539.9,인천광역시 영종구 을왕동 835-2 주차장 진입 후 왼쪽
HU320003,케이지스틸,서구,37.4844792,126.6705007,7,7,537.04,인천광역시 서해구 백범로 789 케이지스틸 정문 우측 지상주차장 운동장 인근
ME23B162,초지진,강화군,37.6318212,126.5318499,1,1,530.95,인천광역시 강화군 길상면 초지리 1251-323
CU320013,인천대공원사업소(원적산공원),부평구,37.5130625,126.694146,5,5,522.91,인천광역시 부평구 산곡동 80-22 원적산공원 주차장
ST601000,남동농업협동조합,남동구,37.430028816,126.73412587,20,20,517.06,인천광역시 남동구 소래로 446 농협 복합충전소 내
PIH00220,웨스턴그레이스호텔,중구,37.4901845,126.5815054,4,4,516.33,"인천광역시 영종구 은하수로29번길 36 지하1층 3Kw 2기(A10, A11기둥), 지하2층 3kw 2기( B10, B11기둥)"
CI0L0009,영종스테이호텔,중구,37.4942524,126.5367788,1,1,515.9,인천광역시 영종구 운중로21번길 8 영종스테이호텔
EP220724,인천강화교육지원청 급속충전소,강화군,37.708114732,126.44922357,2,2,510.85,인천광역시 강화군 불은면 중앙로 607 주차장
PL005303,안양대학교 강화캠퍼스,강화군,37.7110033,126.444711,3,0,510.85,인천광역시 강화군 불은면 중앙로 602-14
ME19C262,지산입구(용진) 버스정류장 옆 주차장,강화군,37.714046,126.5121563,2,2,507.68,인천광역시 강화군 선원면 지산리 255-1
ME20A283,용진진주차장,강화군,37.7097745,126.51422041,2,2,507.68,인천광역시 강화군 선원면 지산리 216-6
ICIA0060,인천공항 주변전소C (A/S),중구,37.473861,126.426927,2,0,505.8,인천광역시 영종구 운서동 3233-73 직원 전용으로 일반인 사용불가
JA280044,(출입제한)대한항공 정비시설,중구,37.4783935,126.4275381,7,0,505.8,인천광역시 영종구 공항로 272 대한항공 정비시설
ME22B903,인천공항 졸음쉼터,서구,37.5691052,126.6622963,3,3,501.49,인천광역시 서해구 인천국제공항고속도로 24(검암동)
PW010856,소풍재,옹진군,37.266732580641,126.4483797511,2,0,498.81,인천광역시 옹진군 영흥면 영흥로757번길 182
PI645170,인천시 강화군 강화웰빙CC,강화군,37.603719,126.51452,5,5,498.75,인천광역시 강화군 길상면 해안남로 392 5(클럽하우스 위쪽 지상1층)
PI714444,인천광역시경제자유구역청(글로벌파크),연수구,37.371259,126.666209,2,2,493.43,인천광역시 연수구 송도바이오대로240번길 12 (송도동)
BNBN0744,인천세관 통합검사장,연수구,37.422217,126.616525,6,6,486.53,인천광역시 연수구 인천타워대로599번길 67
LI000458,인천컨테이너터미널,중구,37.4406327,126.6018054,7,7,483.9,인천광역시 제물포구 축항대로118번길 135 인천컨테이너터미널
ST282607,현우산업(입주사 전용),서구,37.6001819,126.6142868,1,0,481.78,인천광역시 검단구 검단로 51 현우산업 현우산업 주차장(건물 외벽)
